StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,archeo_basic_learn,archeo_basic_impress,archeo_basic_comp,archeo_basic_trust,archeo_basic_cons,entom_imp_learn,entom_imp_impress,entom_imp_comp,entom_imp_trust,entom_imp_cons,archeo_imp_learn,archeo_imp_impress,archeo_imp_comp,archeo_imp_trust,archeo_imp_cons,entom_basic_learn,entom_basic_impress,entom_basic_comp,entom_basic_trust,entom_basic_cons,Q1,gender,age,education,PROLIFIC_PID
2024-03-04 17:27:49,2024-03-04 17:30:09,0,67.198.38.226,100,140,1,2024-03-04 17:30:10,R_6zD4XPLgmksqs8l,,,,,30.1826,-97.7394,anonymous,EN,1,I pay attention,,,,,,,,,,,3,3,2,2,4,1,2,2,2,3,,2,26,5,6564c5d8d4ff42c7e3d04cf4
2024-03-04 17:29:09,2024-03-04 17:30:35,0,24.3.45.134,100,85,1,2024-03-04 17:30:35,R_3dmp9moiW8GD6W6,,,,,40.3695,-80.6348,anonymous,EN,1,I pay attention,3,5,4,4,2,3,4,3,3,4,,,,,,,,,,,,1,31,4,6384ec504af00dd4483f521e
2024-03-04 17:29:19,2024-03-04 17:30:50,0,67.87.40.9,100,91,1,2024-03-04 17:30:51,R_65MEogvkPrDlLCj,,,,,41.2153,-73.1233,anonymous,EN,1,I pay attention,3,4,2,3,5,4,5,4,4,5,,,,,,,,,,,,2,33,8,6548fabf4be86c20a6760275
2024-03-04 17:26:42,2024-03-04 17:31:11,0,73.236.255.58,100,269,1,2024-03-04 17:31:12,R_617cOEB8nhbhGNP,,,,,40.1041,-80.6425,anonymous,EN,1,I pay attention,,,,,,,,,,,3,2,3,3,3,2,2,2,3,3,,2,45,5,62b9c2f1e55fe9f17dfedc5d
2024-03-04 17:29:20,2024-03-04 17:31:26,0,73.141.87.2,100,126,1,2024-03-04 17:31:27,R_7GKbA6TGHBrMWu5,,,,,39.9206,-75.1826,anonymous,EN,1,I pay attention,,,,,,,,,,,3,4,4,5,4,2,2,2,2,4,,2,28,5,640feb5e49b723bcfaad6437
2024-03-04 17:27:12,2024-03-04 17:31:30,0,172.59.197.39,100,257,1,2024-03-04 17:31:31,R_1dxV3lgQ1TJxU4q,,,,,32.7368,-96.9068,anonymous,EN,1,"I pay attention ",,,,,,,,,,,2,4,4,4,4,2,4,4,4,4,,1,40,5,6547ae55eba4e6b1fffff79f
2024-03-04 17:28:16,2024-03-04 17:31:36,0,68.194.211.95,100,199,1,2024-03-04 17:31:37,R_77wjSWcFpFHjxDP,,,,,40.8905,-74.0504,anonymous,EN,1,I pay attention,,,,,,,,,,,2,4,4,4,4,2,4,5,4,4,,2,24,6,65cb9f1379b270ce7eee6013
2024-03-04 17:27:40,2024-03-04 17:31:37,0,24.152.228.236,100,236,1,2024-03-04 17:31:37,R_7pSzCjZMXC5Ijzi,,,,,41.1849,-75.386,anonymous,EN,1,I pay attention,,,,,,,,,,,4,3,3,3,4,2,2,4,3,4,,2,31,5,60fdd725b2cd02db32f9c718
2024-03-04 17:29:12,2024-03-04 17:31:41,0,96.228.39.59,100,149,1,2024-03-04 17:31:42,R_1ZX5eiLDeABo8Nc,,,,,37.6653,-77.5364,anonymous,EN,1,60ddff2cd6cb7a81cdfb6a00,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,2,20,3,60ddff2cd6cb7a81cdfb6a00
2024-03-04 17:27:04,2024-03-04 17:31:42,0,172.58.240.115,100,278,1,2024-03-04 17:31:42,R_5LbZhBLwt9gjZN2,,,,,38.9057,-77.0319,anonymous,EN,1,I pay attention,3,4,4,3,3,4,4,4,3,3,,,,,,,,,,,,2,23,5,5e79b84d4633bc575ddb3812
2024-03-04 17:29:34,2024-03-04 17:32:03,0,104.5.231.85,100,149,1,2024-03-04 17:32:04,R_6w1C73rjx4aK5Jn,,,,,41.1829,-80.7591,anonymous,EN,1,I pay attention,,,,,,,,,,,2,2,4,2,3,1,1,2,2,5,,2,36,5,5e09ffd8fa3d102a583771c1
2024-03-04 17:27:50,2024-03-04 17:32:04,0,108.233.142.53,100,253,1,2024-03-04 17:32:05,R_6F2nVnMFeXhYnHG,,,,,41.9032,-87.6383,anonymous,EN,1,I pay attention,4,3,5,5,5,5,5,5,5,5,,,,,,,,,,,,1,23,5,5ed1adc2906e0810d6ccccbf
2024-03-04 17:29:02,2024-03-04 17:32:07,0,198.182.163.121,100,185,1,2024-03-04 17:32:08,R_5kS3MgVYyqaHqeW,,,,,44.3233,-69.7687,anonymous,EN,1,I pay attention,2,1,2,3,4,4,4,3,3,4,,,,,,,,,,,,1,48,5,62b5dd0fb9686d325c7d1f15
2024-03-04 17:27:06,2024-03-04 17:32:14,0,75.142.137.148,100,307,1,2024-03-04 17:32:14,R_1D6fAOQ5jymTxwu,,,,,42.1921,-121.7233,anonymous,EN,1,I pay attention,3,3,4,4,4,5,5,5,5,5,,,,,,,,,,,,1,29,2,5c830a66d6a4d0000164097d
2024-03-04 17:28:54,2024-03-04 17:32:23,0,24.18.17.178,100,209,1,2024-03-04 17:32:24,R_1qxQga1h2b0R5Is,,,,,47.3236,-122.3187,anonymous,EN,1,I pay attention,,,,,,,,,,,3,3,3,3,3,3,1,3,3,3,,2,42,3,65cef87df7b0cb91a48bacb3
2024-03-04 17:27:24,2024-03-04 17:32:36,0,70.187.141.166,100,311,1,2024-03-04 17:32:36,R_19CrgEUB6T59W1P,,,,,33.7671,-118.3814,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,4,4,4,3,1,4,5,4,,1,62,8,647fe69be349b78b571ecedd
2024-03-04 17:30:25,2024-03-04 17:32:40,0,75.75.158.146,100,134,1,2024-03-04 17:32:40,R_1Hv1udUBn1W1G1O,,,,,41.4833,-75.7171,anonymous,EN,1,I pay attention,3,4,3,3,4,4,1,3,4,4,,,,,,,,,,,,2,36,3,5f117601aeef1d5095578b01
2024-03-04 17:30:29,2024-03-04 17:32:58,0,138.88.107.32,100,149,1,2024-03-04 17:32:59,R_3mk4KsfMAbVL4Mu,,,,,38.8574,-77.1,anonymous,EN,1,I pay attention,,,,,,,,,,,4,5,4,4,4,3,4,4,4,5,,1,37,6,631bcfaa7faf35d3abb91cbc
2024-03-04 17:32:03,2024-03-04 17:33:21,0,68.43.103.223,100,78,1,2024-03-04 17:33:23,R_3IAHexLFB4YIZTs,,,,,42.2523,-83.2107,anonymous,EN,1,I pay attention,,,,,,,,,,,5,4,4,5,4,4,5,5,4,4,,1,29,5,5b91dc16cc81a400017a3438
2024-03-04 17:28:15,2024-03-04 17:33:23,0,24.254.205.200,100,308,1,2024-03-04 17:33:23,R_6NknS1jSnw1hnpm,,,,,36.8558,-76.0042,anonymous,EN,1,I pay attention,,,,,,,,,,,3,5,5,4,5,2,3,3,3,3,,1,66,2,5d65515bd08d610001eb40a6
2024-03-04 17:29:07,2024-03-04 17:33:24,0,104.185.102.34,100,256,1,2024-03-04 17:33:24,R_1KkPhBhik704fu1,,,,,30.5305,-87.2738,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,5,5,5,3,2,4,4,5,,2,42,5,5c6071a1e1df700001ca8bf1
2024-03-04 17:31:01,2024-03-04 17:33:26,0,147.0.180.246,100,144,1,2024-03-04 17:33:27,R_6EfWheYYtxl1ao5,,,,,41.4453,-81.6991,anonymous,EN,1,I pay attention,3,3,3,3,3,2,2,3,3,3,,,,,,,,,,,,2,28,2,5f2bf7aa253520000bfc83b6
2024-03-04 17:30:23,2024-03-04 17:33:31,0,75.35.96.56,100,187,1,2024-03-04 17:33:31,R_6uTCCNSDNfFcCsh,,,,,35.5144,-97.5865,anonymous,EN,1,I pay attention,,,,,,,,,,,3,2,3,3,3,5,1,5,5,5,,2,62,3,5d37c0d61b03b5000151950b
2024-03-04 17:30:19,2024-03-04 17:33:31,0,50.171.136.135,100,191,1,2024-03-04 17:33:31,R_6NfPC341RuoBgTM,,,,,41.3727,-87.4802,anonymous,EN,1,I pay attention,4,3,3,3,4,4,4,5,4,4,,,,,,,,,,,,2,46,6,65805ebebd8b8e2730bdc0af
2024-03-04 17:28:53,2024-03-04 17:33:52,0,108.196.91.31,100,299,1,2024-03-04 17:33:53,R_1Kr9yjtHqvgmQl6,,,,,35.1063,-89.941,anonymous,EN,1,I pay attention,,,,,,,,,,,4,3,3,3,2,2,2,3,2,1,,1,44,3,5cbcfce214b3cb0015f03471
2024-03-04 17:28:04,2024-03-04 17:34:00,0,76.137.226.83,100,356,1,2024-03-04 17:34:01,R_3TvgHMVZutKRcPh,,,,,38.0253,-121.3009,anonymous,EN,1,I pay attention,1,2,1,3,3,3,2,3,3,5,,,,,,,,,,,,2,32,4,5ee6be54321536000905346a
2024-03-04 17:32:49,2024-03-04 17:34:01,0,74.133.14.240,100,72,1,2024-03-04 17:34:01,R_3OIvDakRfRp4xRQ,,,,,40.1834,-83.0912,anonymous,EN,1,i pay attention,3,3,4,4,3,4,4,4,4,4,,,,,,,,,,,,1,23,5,65d6d2c4f35ede804f6f3004
2024-03-04 17:31:33,2024-03-04 17:34:02,0,98.38.246.173,100,149,1,2024-03-04 17:34:02,R_65Gh6VbDC2mwqPE,,,,,40.1216,-104.9461,anonymous,EN,1,I pay attention,3,4,4,4,4,3,1,4,4,3,,,,,,,,,,,,1,20,4,65b6abe8b71112daa56770d9
2024-03-04 17:30:18,2024-03-04 17:34:02,0,98.97.59.119,100,223,1,2024-03-04 17:34:02,R_3xRfPGETDD89xgu,,,,,34.0544,-118.2441,anonymous,EN,1,I pay attention,2,4,3,3,5,4,5,4,3,5,,,,,,,,,,,,2,26,2,6109e5a0f7755d8fcba8b50c
2024-03-04 17:28:32,2024-03-04 17:34:10,0,73.149.46.116,100,338,1,2024-03-04 17:34:11,R_1zH33KQR8KysfMt,,,,,41.5538,-73.063,anonymous,EN,1,I pay attention,3,5,3,3,4,4,5,3,3,4,,,,,,,,,,,,2,60,5,6480bdf6d433e2e158870605
2024-03-04 17:30:43,2024-03-04 17:34:13,0,73.94.127.35,100,209,1,2024-03-04 17:34:13,R_3LTFJnyPfhYZPIX,,,,,44.9691,-93.2843,anonymous,EN,1,"I pay attention ",4,5,4,4,3,4,1,3,4,3,,,,,,,,,,,,1,36,3,65afcb27f5b821959d9ef2a0
2024-03-04 17:29:09,2024-03-04 17:34:13,0,75.164.133.101,100,304,1,2024-03-04 17:34:14,R_61WxZa5iytrsd11,,,,,45.5472,-122.6417,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,4,4,5,3,1,5,5,5,,2,56,5,65a2db4e9a411183fafb9f1a
2024-03-04 17:32:11,2024-03-04 17:34:20,0,172.117.150.63,100,129,1,2024-03-04 17:34:20,R_3lK7qMGkanAvvm8,,,,,34.0032,-117.9617,anonymous,EN,1,I pay attention,3,4,3,3,4,4,4,4,4,4,,,,,,,,,,,,1,36,6,6555776099f743902858ed4b
2024-03-04 17:30:38,2024-03-04 17:34:20,0,73.68.240.22,100,222,1,2024-03-04 17:34:21,R_6kppYA89f0lrB97,,,,,42.6535,-71.6919,anonymous,EN,1,I pay attention,,,,,,,,,,,5,4,4,5,4,4,5,4,4,5,,1,31,5,614fbb4467c4c74f573a94d3
2024-03-04 17:30:38,2024-03-04 17:34:22,0,50.44.45.56,100,223,1,2024-03-04 17:34:22,R_3GHs7u2Yw3GjS49,,,,,39.7669,-88.8652,anonymous,EN,1,I pay attention,,,,,,,,,,,3,5,4,4,4,2,1,4,4,4,,1,31,5,65ca25d9495bbd05f7fbfb6c
2024-03-04 17:30:18,2024-03-04 17:34:26,0,73.137.122.164,100,247,1,2024-03-04 17:34:26,R_7789iyyczRiz6GG,,,,,33.9406,-83.9563,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,5,4,4,3,3,4,4,4,,2,42,5,5d75c56a52c89d0017df611c
2024-03-04 17:30:49,2024-03-04 17:34:31,0,107.4.156.22,100,221,1,2024-03-04 17:34:31,R_37IN19l6JTr5khf,,,,,44.9056,-93.3352,anonymous,EN,1,I pay attention,,,,,,,,,,,3,3,3,3,4,3,2,3,3,4,,2,52,3,651af02f06091a654b0a0940
2024-03-04 17:28:28,2024-03-04 17:34:32,0,174.31.66.130,100,363,1,2024-03-04 17:34:33,R_7chw2QGesI4Uf9n,,,,,47.617,-117.361,anonymous,EN,1,I pay attention,,,,,,,,,,,3,3,3,3,5,2,1,3,3,5,,1,55,5,656b9fe2848e68e0b05440f2
2024-03-04 17:31:59,2024-03-04 17:34:34,0,76.124.224.156,100,155,1,2024-03-04 17:34:35,R_3wNbARUv5zOV1SF,,,,,40.1792,-75.1506,anonymous,EN,1,I pay attention,,,,,,,,,,,2,2,4,3,2,1,2,2,3,4,,1,23,5,612682ec747ac2d5df40f7df
2024-03-04 17:31:42,2024-03-04 17:34:40,0,70.107.201.97,100,177,1,2024-03-04 17:34:40,R_3eh5BkpuUQs99Ks,,,,,40.6295,-74.0938,anonymous,EN,1,I pay attention,,,,,,,,,,,2,3,3,3,4,1,1,3,3,5,,1,43,5,562cfb97733ea0000a162a0b
2024-03-04 17:31:08,2024-03-04 17:34:45,0,156.99.66.28,100,216,1,2024-03-04 17:34:45,R_6XjZmvckIHQKcAF,,,,,44.9548,-93.1551,anonymous,EN,1,I pay attention,2,3,3,3,4,2,3,3,3,4,,,,,,,,,,,,1,62,5,5fa17ddeabc188288bde81c8
2024-03-04 17:34:10,2024-03-04 17:34:49,0,168.184.84.46,100,38,1,2024-03-04 17:34:49,R_7xE1v3T0Oz6lao8,,,,,28.5788,-81.4396,anonymous,EN,1,I pay attention,4,3,4,5,5,4,4,5,4,4,,,,,,,,,,,,2,22,5,60ff22df15c00d73553b58e7
2024-03-04 17:29:14,2024-03-04 17:35:08,0,73.235.13.155,100,354,1,2024-03-04 17:35:09,R_6Xb7zlt7JGV9Ezw,,,,,36.7539,-119.7085,anonymous,EN,1,i pay attention,5,5,5,5,4,4,4,4,4,4,,,,,,,,,,,,1,28,5,655f91f987dc5be942a60570
2024-03-04 17:33:03,2024-03-04 17:35:10,0,107.12.132.202,100,126,1,2024-03-04 17:35:10,R_66lsyfQriCN5j9C,,,,,34.777,-77.3769,anonymous,EN,1,I pay attention,5,5,5,5,5,4,5,5,4,5,,,,,,,,,,,,2,23,4,65e06e1afd0e69944d5b97ab
2024-03-04 17:34:21,2024-03-04 17:35:40,0,96.230.93.149,100,79,1,2024-03-04 17:35:40,R_1pCWYZoV8CzFd2F,,,,,42.0215,-71.2188,anonymous,EN,1,I pay attention,4,4,3,4,3,4,2,3,4,3,,,,,,,,,,,,1,37,5,65369762d18c2ba5bc604afc
2024-03-04 17:28:45,2024-03-04 17:35:51,0,174.245.88.109,100,426,1,2024-03-04 17:35:53,R_1no1rzREvkH1xFY,,,,,35.2916,-80.8201,anonymous,EN,1,I pay attention,3,5,5,5,5,2,4,5,5,5,,,,,,,,,,,,2,60,4,64dd46fcf7fb55813db2e703
2024-03-04 17:34:10,2024-03-04 17:36:00,0,64.113.125.222,100,110,1,2024-03-04 17:36:01,R_7eFQzswiMUxu42b,,,,,38.8113,-121.2643,anonymous,EN,1,yes,,,,,,,,,,,4,4,5,4,4,3,4,2,4,4,,1,34,5,60c01964b0d8a8858c3fa335
2024-03-04 17:34:06,2024-03-04 17:36:06,0,71.228.108.150,100,119,1,2024-03-04 17:36:06,R_3hLSRrIqPjKwjx4,,,,,32.5847,-106.7728,anonymous,EN,1,I pay attention,,,,,,,,,,,3,4,4,4,4,3,3,4,4,4,,2,45,3,6272892b05043371638ee032
2024-03-04 17:33:33,2024-03-04 17:36:11,0,107.221.220.83,100,157,1,2024-03-04 17:36:11,R_68FFNBKDv1lRMNM,,,,,27.9697,-80.6486,anonymous,EN,1,I pay attention,,,,,,,,,,,1,5,3,3,5,2,5,3,3,5,,1,53,6,63d8352e4565d58f6e88cf09
2024-03-04 17:34:05,2024-03-04 17:36:13,0,67.250.169.154,100,127,1,2024-03-04 17:36:13,R_7wwqRf7YrmPODGp,,,,,40.726,-73.848,anonymous,EN,1,I pay attention,4,3,3,4,3,4,4,4,4,3,,,,,,,,,,,,2,20,3,65ca3e7cadd05f164402ca13
2024-03-04 17:34:25,2024-03-04 17:36:17,0,68.110.12.203,100,112,1,2024-03-04 17:36:17,R_5IYJdEDYQrQaYuR,,,,,33.6194,-111.9556,anonymous,EN,1,I pay attention,,,,,,,,,,,2,3,3,3,3,2,4,3,4,4,,1,27,5,61363ce02e6022a741d63a6e
2024-03-04 17:34:23,2024-03-04 17:36:18,0,107.211.58.177,100,115,1,2024-03-04 17:36:19,R_7S2rEE68x7rsZ1v,,,,,29.3959,-98.4761,anonymous,EN,1,I pay attention,2,4,3,3,4,3,4,3,4,2,,,,,,,,,,,,1,33,3,5c475608cae0ab000188cb6e
2024-03-04 17:32:59,2024-03-04 17:36:21,0,73.3.89.56,100,201,1,2024-03-04 17:36:21,R_3OJaVxkAHj2RjHp,,,,,41.0396,-111.9361,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,4,4,3,4,5,4,4,2,,2,50,3,5ef6308c40846d2dfca0b66a
2024-03-04 17:34:04,2024-03-04 17:36:24,0,98.204.144.186,100,139,1,2024-03-04 17:36:25,R_7ewT7SWoY4c67CC,,,,,39.4114,-77.2823,anonymous,EN,1,I pay attention,,,,,,,,,,,3,4,4,5,5,3,4,4,4,5,,2,59,5,63c3068bd61c16717eeea2e5
2024-03-04 17:29:10,2024-03-04 17:36:29,0,100.16.232.203,100,438,1,2024-03-04 17:36:29,R_1l5iVkDTqJJz5hT,,,,,39.211,-76.8362,anonymous,EN,1,I pay attention,3,4,4,4,5,4,4,4,5,5,,,,,,,,,,,,2,36,5,65c10d7553231f9c3e54fd2d
2024-03-04 17:34:06,2024-03-04 17:36:32,0,73.173.86.235,100,145,1,2024-03-04 17:36:32,R_3RvRFgPpI0X499v,,,,,38.5177,-76.7813,anonymous,EN,1,I pay attention,,,,,,,,,,,3,4,5,5,4,2,1,2,3,3,,2,24,2,6304b7a752adde130e57bddf
2024-03-04 17:28:33,2024-03-04 17:36:37,0,47.227.233.46,100,483,1,2024-03-04 17:36:37,R_12y7e2FoZcfFh3w,,,,,39.968,-86.0853,anonymous,EN,1,I pay attention,3,4,3,3,4,5,5,5,5,4,,,,,,,,,,,,2,44,3,5639a8adbe9cac000daaa30f
2024-03-04 17:27:05,2024-03-04 17:36:42,0,172.56.29.38,100,576,1,2024-03-04 17:36:42,R_5n3kIOnOW3ViGoM,,,,,39.9597,-75.1995,anonymous,EN,1,I pay attention,3,3,3,3,4,4,4,4,4,4,,,,,,,,,,,,2,32,2,63ea4735e283a1670ea382f4
2024-03-04 17:34:03,2024-03-04 17:36:47,0,97.97.50.179,100,163,1,2024-03-04 17:36:47,R_72FFz19k6l3Ssnb,,,,,28.2949,-82.6391,anonymous,EN,1,I pay attention,,,,,,,,,,,3,4,4,4,5,2,4,3,3,5,,2,70,4,5de5496937e1d50ca63e0fa5
2024-03-04 17:34:12,2024-03-04 17:36:55,0,107.4.216.243,100,163,1,2024-03-04 17:36:56,R_7LcixwHU6zLnnwG,,,,,45.2377,-93.2765,anonymous,EN,1,I pay attention.,,,,,,,,,,,3,4,4,4,4,4,4,4,4,3,,2,55,4,65031f68de6e940396216f8a
2024-03-04 17:31:55,2024-03-04 17:37:04,0,50.159.223.30,100,308,1,2024-03-04 17:37:04,R_3f4bGOURjoXil3f,,,,,36.2082,-115.2957,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,4,4,3,4,1,4,4,3,,2,60,4,65a2eae2b530fad7d6ded313
2024-03-04 17:30:59,2024-03-04 17:37:07,0,73.127.242.201,100,368,1,2024-03-04 17:37:08,R_1YgFtNZCqTW7n3K,,,,,35.141,-106.711,anonymous,EN,1,I pay attention,,,,,,,,,,,4,3,4,3,4,1,1,3,3,4,,2,42,6,6500778a612e846e3b7a5cac
2024-03-04 17:34:35,2024-03-04 17:37:13,0,67.245.218.160,100,158,1,2024-03-04 17:37:14,R_6D6IKntJJGg0Uhw,,,,,41.7218,-74.4141,anonymous,EN,1,I pay attention,3,5,5,5,4,5,5,5,5,4,,,,,,,,,,,,1,23,3,650ee274aa4447ac435b7830
2024-03-04 17:34:24,2024-03-04 17:37:16,0,72.80.116.225,100,172,1,2024-03-04 17:37:16,R_7FA65WOIeWLD5h1,,,,,40.5978,-74.0001,anonymous,EN,1,I pay attention,,,,,,,,,,,3,4,1,3,4,2,3,1,3,4,,1,37,5,558fff05fdf99b3f7aada357
2024-03-04 17:34:08,2024-03-04 17:37:18,0,174.162.82.35,100,189,1,2024-03-04 17:37:18,R_5cvYmVGqM7aS2cq,,,,,42.2385,-83.1783,anonymous,EN,1,I pay attention,2,3,3,3,5,4,5,5,5,4,,,,,,,,,,,,1,29,2,5685850c333cbd000d4e042f
