StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,attention,archeo_basic_learn,archeo_basic_impress,archeo_basic_comp,archeo_basic_trust,archeo_basic_cons,entom_imp_learn,entom_imp_impress,entom_imp_comp,entom_imp_trust,entom_imp_cons,archeo_imp_learn,archeo_imp_impress,archeo_imp_comp,archeo_imp_trust,archeo_imp_cons,entom_basic_learn,entom_basic_impress,entom_basic_comp,entom_basic_trust,entom_basic_cons,Q1,gender,age,education,PROLIFIC_PID
2024-03-07 17:41:08,2024-03-07 17:45:20,0,195.213.207.80,100,252,1,2024-03-07 17:45:21,R_4n8gJZ5id5wXWT8,,,,,54.9463,-1.3672,anonymous,EN,1,I pay attention,,,,,,,,,,,2,3,3,3,5,2,3,3,3,5,,1,33,5,5cd1a622fa7c8b0001a48044
2024-03-07 17:42:28,2024-03-07 17:45:22,0,31.94.22.32,100,174,1,2024-03-07 17:45:22,R_27vPsmVmWMqoatO,,,,,55.867,-4.2621,anonymous,EN,1,"I pay attention ",3,3,4,4,3,3,3,4,4,3,,,,,,,,,,,,2,54,5,615eca41d537883c96fc9eec
2024-03-07 17:42:32,2024-03-07 17:45:26,0,82.14.229.130,100,174,1,2024-03-07 17:45:27,R_8q8AXapfKJYRxTU,,,,,53.5534,-2.1119,anonymous,EN,1,I pay attention,4,4,4,5,4,5,5,5,5,4,,,,,,,,,,,,2,31,6,65e1e27aea1b2826655d20c0
2024-03-07 17:42:54,2024-03-07 17:46:08,0,89.242.95.83,100,194,1,2024-03-07 17:46:08,R_5Lj2kJe9BVPkwFh,,,,,51.5591,-0.2283,anonymous,EN,1,I pay attention,,,,,,,,,,,2,4,4,3,4,2,2,4,4,4,,1,28,5,61446a1ecda939d3c22d9787
2024-03-07 17:44:41,2024-03-07 17:46:13,0,154.47.102.12,100,92,1,2024-03-07 17:46:13,R_2gZ9GZqT4ESNbih,,,,,51.5101,-3.5817,anonymous,EN,1,I pay attention,2,3,3,4,4,4,3,4,4,4,,,,,,,,,,,,1,21,3,5e36be214de4516479b48f31
2024-03-07 17:44:38,2024-03-07 17:46:13,0,86.180.220.37,100,95,1,2024-03-07 17:46:13,R_1ojiyewFgwuLn0Z,,,,,52.502,-3.977,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,4,4,5,4,5,4,4,5,,2,49,5,5e2c8f69cad44b2bc5ce9a34
2024-03-07 17:44:43,2024-03-07 17:46:15,0,51.9.221.59,100,92,1,2024-03-07 17:46:16,R_25Fywy2893r2mof,,,,,54.5396,-5.975,anonymous,EN,1,"I pay attention ",4,3,4,3,3,4,3,4,4,3,,,,,,,,,,,,2,44,2,607081b0ecb2499634a349dd
2024-03-07 17:44:36,2024-03-07 17:46:19,0,82.44.60.232,100,103,1,2024-03-07 17:46:20,R_35qJKaRf2YgM55T,,,,,51.6539,-0.0888,anonymous,EN,1,I pay attention,,,,,,,,,,,3,3,4,4,4,4,4,4,4,4,,2,54,3,60e02be4699a3f5cbe314e99
2024-03-07 17:41:01,2024-03-07 17:46:25,0,31.49.7.98,100,323,1,2024-03-07 17:46:25,R_2OMElh5PriBwJst,,,,,52.2615,1.3726,anonymous,EN,1,I pay attention,3,4,3,3,4,4,4,3,3,4,,,,,,,,,,,,2,59,2,60e85190b9cffd8fed0a064f
2024-03-07 17:44:50,2024-03-07 17:46:41,0,37.152.222.25,100,111,1,2024-03-07 17:46:42,R_3tErKB4AhzmQgYp,,,,,51.5181,0.194,anonymous,EN,1,"I pay attention ",3,5,3,3,1,4,5,3,3,1,,,,,,,,,,,,2,44,3,613bbe68c94dfc382e562d90
2024-03-07 17:44:49,2024-03-07 17:46:51,0,212.132.37.112,100,122,1,2024-03-07 17:46:51,R_2n3hyAsCvXFahqA,,,,,51.4964,-0.1224,anonymous,EN,1,i pay attention,2,2,4,3,2,2,2,3,3,2,,,,,,,,,,,,2,26,5,61746af564af4eb139bc1a4f
2024-03-07 17:44:39,2024-03-07 17:46:55,0,31.121.245.149,100,136,1,2024-03-07 17:46:55,R_3axHF6o1R4HxnZW,,,,,53.5549,-2.0681,anonymous,EN,1,I pay attention,,,,,,,,,,,4,5,4,4,4,4,5,4,4,4,,1,59,4,5a1dcd14f2e3460001edcabf
2024-03-07 17:44:47,2024-03-07 17:46:59,0,86.5.140.209,100,131,1,2024-03-07 17:46:59,R_2tnWHthgzlzibiV,,,,,51.5888,-0.0247,anonymous,EN,1,I pay attention,4,2,2,4,4,3,4,2,3,4,,,,,,,,,,,,1,43,6,5daed30cfce7b000156c8bd3
2024-03-07 17:44:50,2024-03-07 17:47:00,0,147.148.93.58,100,130,1,2024-03-07 17:47:00,R_2TnIces52t26z2l,,,,,54.8706,-2.946,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,3,3,4,2,3,3,3,3,,2,58,5,552a8dd1fdf99b4e4716e81b
2024-03-07 17:45:03,2024-03-07 17:47:03,0,86.129.249.73,100,120,1,2024-03-07 17:47:03,R_31dK0OmVXaADUtk,,,,,52.4241,-1.8404,anonymous,EN,1,I pay attention,,,,,,,,,,,4,3,3,3,4,2,1,3,1,1,,1,30,3,63e5eb956eab1f2740ac6289
2024-03-07 17:44:45,2024-03-07 17:47:05,0,82.15.32.54,100,140,1,2024-03-07 17:47:07,R_2h6ak8KfNx5uiOt,,,,,51.7683,0.1456,anonymous,EN,1,I pay attention,,,,,,,,,,,2,3,3,3,4,2,3,3,3,4,,2,49,5,5efa358d3b02ed8465b9a726
2024-03-07 17:44:44,2024-03-07 17:47:08,0,86.21.166.36,100,143,1,2024-03-07 17:47:09,R_2OwScew1ZuxSjBl,,,,,51.5645,0.4574,anonymous,EN,1,I pay attention,,,,,,,,,,,3,4,3,3,3,2,4,4,4,4,,2,35,3,5a8a8de6000dab00018cc170
2024-03-07 17:44:43,2024-03-07 17:47:16,0,129.67.132.72,100,153,1,2024-03-07 17:47:17,R_2arD1TuDWhCmTg0,,,,,51.7665,-1.2829,anonymous,EN,1,I pay attention,3,5,4,3,4,4,4,3,3,4,,,,,,,,,,,,2,36,5,6441071db76c204f70e132fc
2024-03-07 17:44:43,2024-03-07 17:47:17,0,86.179.176.215,100,154,1,2024-03-07 17:47:18,R_2rH4sn0gyBzUstz,,,,,50.8546,0.5362,anonymous,EN,1,I pay attention,3,4,3,2,4,5,5,4,3,4,,,,,,,,,,,,1,56,3,5f0dafdb774977037b78d444
2024-03-07 17:44:48,2024-03-07 17:47:18,0,31.185.200.104,100,150,1,2024-03-07 17:47:18,R_2JF4cDNFWuzXLPi,,,,,56.0115,-2.8586,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,4,3,4,1,3,3,3,4,,2,41,5,57d2edf35e9bc90001f76b06
2024-03-07 17:44:56,2024-03-07 17:47:19,0,82.25.185.75,100,143,1,2024-03-07 17:47:19,R_2pnXNfhshdBHuGN,,,,,51.5564,0.0714,anonymous,EN,1,"i pay attention ",,,,,,,,,,,4,4,4,4,5,1,5,2,3,4,,2,35,4,5d20b0157e17470001e1c635
2024-03-07 17:44:40,2024-03-07 17:47:23,0,90.240.87.27,100,162,1,2024-03-07 17:47:23,R_2YkRCCb7CjYVRzj,,,,,55.8557,-4.2104,anonymous,EN,1,I pay attention,4,5,4,4,5,4,5,5,5,4,,,,,,,,,,,,1,40,2,5601ab2ea66d100012d5c38a
2024-03-07 17:44:42,2024-03-07 17:47:24,0,78.105.136.97,100,162,1,2024-03-07 17:47:25,R_2q3ehrJXsC1p0sO,,,,,53.5024,-2.5224,anonymous,EN,1,I pay attention,2,4,3,3,3,2,3,3,3,2,,,,,,,,,,,,2,33,6,59d3bb3200d4940001817436
2024-03-07 17:40:41,2024-03-07 17:47:25,0,185.69.144.102,100,403,1,2024-03-07 17:47:25,R_1HjLc5UciHfsUT3,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,,,,,,,,,,,3,3,4,4,4,4,3,4,4,4,,1,58,2,6396044f6ae489bb820c67a5
2024-03-07 17:44:50,2024-03-07 17:47:26,0,92.28.107.183,100,155,1,2024-03-07 17:47:26,R_2JrAkbeTriXbZVp,,,,,50.2243,-5.2586,anonymous,EN,1,I pay attention,2,3,3,3,4,3,4,4,3,4,,,,,,,,,,,,2,49,5,5d542c3a5af5900019bc80c4
2024-03-07 17:44:54,2024-03-07 17:47:30,0,82.43.106.11,100,155,1,2024-03-07 17:47:30,R_2rAybtlPZomPUcN,,,,,51.1398,-0.1206,anonymous,EN,1,I pay attention,,,,,,,,,,,2,4,3,4,3,3,5,4,5,3,,1,48,6,63d79fcd741f9cfb2f87152f
2024-03-07 17:44:44,2024-03-07 17:47:36,0,82.17.162.145,100,172,1,2024-03-07 17:47:36,R_2zi5rgxkdZq4Acv,,,,,54.4546,-6.3836,anonymous,EN,1,I pay attention,,,,,,,,,,,5,5,5,5,4,4,4,4,4,4,,2,27,3,629f2a3b1a0be32b974e01d7
2024-03-07 17:44:54,2024-03-07 17:47:37,0,81.107.173.232,100,163,1,2024-03-07 17:47:37,R_233wfefODFrUJDy,,,,,51.8053,-0.8086,anonymous,EN,1,I pay attention,2,3,3,4,4,4,4,4,5,3,,,,,,,,,,,,1,35,5,5f9802a1306ea3045e8c0b43
2024-03-07 17:44:49,2024-03-07 17:47:34,0,86.14.59.58,100,165,1,2024-03-07 17:47:37,R_1wnO3MpWP7vU7Np,,,,,52.4918,-1.8598,anonymous,EN,1,I pay attention,,,,,,,,,,,4,5,5,4,4,3,3,4,4,4,,1,20,2,63b72f35b337507ff1b69f00
2024-03-07 17:44:52,2024-03-07 17:47:42,0,86.28.187.132,100,169,1,2024-03-07 17:47:42,R_2N4BCaZUlGy2g4V,,,,,51.5005,-0.1905,anonymous,EN,1,I pay attention,,,,,,,,,,,5,4,5,5,5,3,5,5,5,5,,1,43,6,63cfee94707bca4ddee3eb05
2024-03-07 17:44:48,2024-03-07 17:47:48,0,82.69.83.187,100,180,1,2024-03-07 17:47:49,R_2fZcEHNDGbMOn49,,,,,53.5815,-2.1778,anonymous,EN,1,I pay attention,,,,,,,,,,,4,5,4,4,4,2,4,3,3,4,,2,52,2,615cb147f04efc8a8c2ff1e5
2024-03-07 17:44:51,2024-03-07 17:47:52,0,31.94.28.37,100,180,1,2024-03-07 17:47:52,R_2uKiFGMxgib9txx,,,,,53.4802,-2.1867,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,3,3,4,1,1,2,3,4,,1,45,2,5dc5da21d999de45a504651b
2024-03-07 17:44:54,2024-03-07 17:47:53,0,84.64.66.159,100,178,1,2024-03-07 17:47:53,R_8k0ri0OHULHHNwi,,,,,55.9025,-4.1085,anonymous,EN,1,I pay attention,3,3,3,2,3,4,4,2,2,3,,,,,,,,,,,,1,33,5,5b200bbd325d600001c041c0
2024-03-07 17:44:55,2024-03-07 17:47:53,0,80.192.27.210,100,177,1,2024-03-07 17:47:53,R_2e5kV32BH6lKnRB,,,,,51.8441,-2.1582,anonymous,EN,1,I pay attention,3,4,4,4,3,4,5,5,5,4,,,,,,,,,,,,1,32,2,62a7970f8387f3fcc95b106b
2024-03-07 17:44:53,2024-03-07 17:47:53,0,2.29.131.141,100,180,1,2024-03-07 17:47:53,R_8xFTQFgc04sCsHo,,,,,50.8429,-0.1158,anonymous,EN,1,I pay attention,,,,,,,,,,,2,3,3,3,2,2,3,3,3,4,,1,46,6,5e8c81b7d1ee09010f479a4b
2024-03-07 17:44:55,2024-03-07 17:47:54,0,143.58.226.15,100,179,1,2024-03-07 17:47:54,R_8afQZKM9IjZgDzx,,,,,53.4788,-2.2585,anonymous,EN,1,i pay attention,4,5,3,4,4,5,5,5,4,4,,,,,,,,,,,,2,25,5,5fdbe8c8a6a9ed0aff1e395b
2024-03-07 17:44:46,2024-03-07 17:48:00,0,98.96.175.185,100,194,1,2024-03-07 17:48:01,R_2Bt0o8hCBzFgucN,,,,,51.1698,0.4424,anonymous,EN,1,I pay attention,3,2,4,4,3,4,3,3,4,3,,,,,,,,,,,,2,22,5,65cb781b800d57cbac8021d3
2024-03-07 17:44:39,2024-03-07 17:48:02,0,91.125.66.187,100,203,1,2024-03-07 17:48:03,R_2WxZBqhDv8oUuxb,,,,,52.9453,-1.4953,anonymous,EN,1,I pay attention,,,,,,,,,,,2,2,3,1,3,4,2,2,3,4,,2,34,5,5daedfcfaebbbb0017ff84af
2024-03-07 17:44:53,2024-03-07 17:48:05,0,78.86.40.164,100,192,1,2024-03-07 17:48:06,R_2PLK3cXV2ed6eyJ,,,,,51.4964,-0.1224,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,4,4,3,3,3,4,3,2,,2,34,5,65a009f9618baa6910036765
2024-03-07 17:44:59,2024-03-07 17:48:08,0,86.24.49.6,100,188,1,2024-03-07 17:48:08,R_2GlA76AnOwdow6e,,,,,51.5975,-0.1915,anonymous,EN,1,I pay attention,2,1,2,2,4,2,3,2,2,4,,,,,,,,,,,,1,55,3,5bc08c345e8a950001892156
2024-03-07 17:44:48,2024-03-07 17:48:09,0,86.19.31.100,100,200,1,2024-03-07 17:48:09,R_8D22tkWZV2lIiAd,,,,,53.8318,-1.5358,anonymous,EN,1,I pay attention,2,2,3,3,4,2,2,3,3,1,,,,,,,,,,,,2,53,8,5c9224087a7067000190b119
2024-03-07 17:44:54,2024-03-07 17:48:09,0,90.222.156.218,100,195,1,2024-03-07 17:48:10,R_2om24heXOgNQRhv,,,,,50.9158,-1.3601,anonymous,EN,1,I pay attention,3,5,3,3,4,4,4,4,4,5,,,,,,,,,,,,1,34,5,63f64240799feedb49f09c10
2024-03-07 17:44:56,2024-03-07 17:48:09,0,155.190.33.30,100,193,1,2024-03-07 17:48:10,R_2WTilHFDHbBW716,,,,,51.5074,-0.1196,anonymous,EN,1,"I pay attention ",,,,,,,,,,,4,4,4,4,4,2,2,3,3,3,,1,38,3,60578c6bcf9ae41762bd8adb
2024-03-07 17:44:48,2024-03-07 17:48:10,0,82.5.34.128,100,202,1,2024-03-07 17:48:11,R_2Pv2eEzbZAyxTfQ,,,,,52.4259,-1.4628,anonymous,EN,1,I pay attention,4,3,4,4,4,5,2,3,4,3,,,,,,,,,,,,1,20,2,6413603a62c72120012e05be
2024-03-07 17:44:47,2024-03-07 17:48:11,0,51.9.226.188,100,203,1,2024-03-07 17:48:11,R_1Co0jSyL2G3VDnH,,,,,51.0479,-3.0061,anonymous,EN,1,I pay attention,3,5,3,3,3,4,4,4,4,3,,,,,,,,,,,,1,30,2,654cec9d03f822b4b2b4133a
2024-03-07 17:45:00,2024-03-07 17:48:12,0,82.39.38.222,100,191,1,2024-03-07 17:48:13,R_21zRqSyCSXTrmHJ,,,,,50.3989,-4.1727,anonymous,EN,1,I pay attention,1,2,3,4,5,4,5,4,4,4,,,,,,,,,,,,1,61,8,5b1562981e55760001ba1e64
2024-03-07 17:45:01,2024-03-07 17:48:12,0,82.5.47.231,100,191,1,2024-03-07 17:48:13,R_2rxNI7IjVw6acLY,,,,,51.5507,-0.0998,anonymous,EN,1,I pay attention,,,,,,,,,,,3,4,4,4,4,3,3,4,4,4,,1,25,3,62fb93ed161d9d75987ec48e
2024-03-07 17:45:03,2024-03-07 17:48:17,0,86.177.64.87,100,194,1,2024-03-07 17:48:17,R_3Gy5T6ddfHLbcY3,,,,,53.4344,-2.2664,anonymous,EN,1,I pay attention,,,,,,,,,,,3,4,1,1,4,1,2,1,1,4,,1,38,7,5d5a75c570a7c1000152623e
2024-03-07 17:45:38,2024-03-07 17:48:32,0,86.141.152.118,100,174,1,2024-03-07 17:48:33,R_20plDQN89jNEQJr,,,,,51.813,0.6415,anonymous,EN,1,I pay attention,,,,,,,,,,,4,4,4,4,5,4,5,4,4,4,,1,52,2,639f294882a3797f77a3dd81
2024-03-07 17:45:17,2024-03-07 17:48:33,0,150.143.26.190,100,195,1,2024-03-07 17:48:33,R_8gby82IereCqSpb,,,,,51.0686,-4.0203,anonymous,EN,1,i pay attention,,,,,,,,,,,4,5,4,4,4,1,3,4,3,4,,2,65,1,63ebbb358ff6781d8dc68cdb
2024-03-07 17:45:10,2024-03-07 17:48:36,0,92.9.5.105,100,206,1,2024-03-07 17:48:37,R_2mwmmnWvny3yasH,,,,,53.4802,-2.1867,anonymous,EN,1,I pay attention,3,4,4,4,5,5,5,5,5,5,,,,,,,,,,,,2,45,5,5ca5fb084f3e9d0015440d1d
2024-03-07 17:45:11,2024-03-07 17:48:41,0,94.193.176.169,100,209,1,2024-03-07 17:48:42,R_2P4q9yRfr4MSyAN,,,,,53.552,-1.4872,anonymous,EN,1,I pay attention,1,2,3,3,3,2,3,3,3,4,,,,,,,,,,,,2,36,2,5eb12f8510e0ce205e7b25c7
2024-03-07 17:45:00,2024-03-07 17:48:46,0,195.166.151.105,100,225,1,2024-03-07 17:48:46,R_2hRmPc4HqMYa8zp,,,,,51.5104,-1.1947,anonymous,EN,1,I pay attention,3,4,3,4,4,4,4,5,5,4,,,,,,,,,,,,2,46,5,62b182ba39468032223841bb
2024-03-07 17:44:43,2024-03-07 17:48:49,0,5.67.155.232,100,246,1,2024-03-07 17:48:50,R_2fwXljYEjCNBs38,,,,,51.6421,-3.138,anonymous,EN,1,I pay attention,,,,,,,,,,,2,3,3,3,4,3,2,3,3,4,,1,43,5,5c321ebf6558270001bd79aa
2024-03-07 17:44:40,2024-03-07 17:48:55,0,78.151.25.143,100,255,1,2024-03-07 17:48:55,R_2Fg2pH7i3fC9n4x,,,,,53.4174,-2.9112,anonymous,EN,1,I pay attention,,,,,,,,,,,5,5,4,5,4,3,3,4,4,4,,2,36,2,5dbb0562b1df1b110ead5bba
2024-03-07 17:44:54,2024-03-07 17:48:55,0,146.198.93.23,100,240,1,2024-03-07 17:48:55,R_2gZBPRlTQDQKgBX,,,,,52.7719,-1.5463,anonymous,EN,1,I pay attention,,,,,,,,,,,4,5,3,4,4,3,4,3,4,5,,1,32,5,5dbe90f8965e863667a79ca8
2024-03-07 17:44:48,2024-03-07 17:48:55,0,90.204.1.102,100,247,1,2024-03-07 17:48:56,R_2eVnODGXjcd3KIG,,,,,51.3304,-0.268,anonymous,EN,1,I pay attention,,,,,,,,,,,2,3,2,2,4,1,1,1,2,4,,2,50,6,65a8e00416fa6566fcd58051
2024-03-07 17:44:45,2024-03-07 17:48:56,0,5.71.71.98,100,250,1,2024-03-07 17:48:56,R_3CyyslpjkgFvfJq,,,,,54.9007,-5.8582,anonymous,EN,1,"I pay attention ",,,,,,,,,,,3,3,4,4,5,2,3,3,4,4,,1,38,4,5c8ba607c5366c0001d022cb
2024-03-07 17:44:58,2024-03-07 17:48:58,0,109.157.203.62,100,240,1,2024-03-07 17:48:58,R_3GCXwRfueAlcpyU,,,,,52.3518,-1.2778,anonymous,EN,1,I pay attention,4,4,2,2,4,4,5,4,4,4,,,,,,,,,,,,2,50,2,5c366fc38821900001b38b67
2024-03-07 17:44:57,2024-03-07 17:48:59,0,77.100.13.14,100,242,1,2024-03-07 17:49:00,R_2trqacdbtXysZ5v,,,,,51.621,-0.051,anonymous,EN,1,i pay attention,,,,,,,,,,,4,5,4,3,3,3,2,3,4,3,,1,38,2,5fd8ea198512a801831f6b85
2024-03-07 17:44:49,2024-03-07 17:49:01,0,92.18.18.82,100,252,1,2024-03-07 17:49:02,R_2uKap1MSGjVhCIp,,,,,52.5852,-0.236,anonymous,EN,1,I pay attention,2,2,3,3,5,4,5,3,4,4,,,,,,,,,,,,1,53,5,5cfde288bab656000198b943
2024-03-07 17:45:23,2024-03-07 17:49:02,0,86.161.3.207,100,219,1,2024-03-07 17:49:02,R_2mrt2kMlkDsSv0V,,,,,53.3933,-2.9241,anonymous,EN,1,I pay attention,3,4,4,4,4,4,4,4,4,3,,,,,,,,,,,,2,26,5,62fb7b36fe604ebae1dcf410
2024-03-07 17:44:44,2024-03-07 17:49:02,0,92.40.174.68,100,258,1,2024-03-07 17:49:03,R_2aQTSL4VTH75Xz8,,,,,51.536,-0.0925,anonymous,EN,1,"I pay attention ",,,,,,,,,,,3,4,4,4,4,2,3,2,2,5,,2,50,6,5d5eca9f97f8b6001aee9594
2024-03-07 17:44:53,2024-03-07 17:49:06,0,90.192.119.124,100,252,1,2024-03-07 17:49:06,R_2dSNjY8Lsz14wIk,,,,,52.5308,0.37,anonymous,EN,1,I pay attention,,,,,,,,,,,3,3,4,4,2,2,1,2,2,2,,1,51,5,5e7fa0e918b10804bb87eb63
2024-03-07 17:45:09,2024-03-07 17:49:08,0,82.1.84.11,100,238,1,2024-03-07 17:49:08,R_3tFWCfyAbvlAMjn,,,,,53.774,-2.7057,anonymous,EN,1,I pay attention,,,,,,,,,,,4,5,4,4,3,3,3,4,4,3,,1,62,3,5fd7772607bd47085d6397ff
